PROJECT INFO
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached
Central File Path,"Error extracting central file path: File does not exist.
Parameter name: file"
Export by,m.cubero@karakusevic-carson.com
Export Date,2025-01-14
Export Time,18:53:01
DATA
15235211,GM-Precast Element,True,True,Elevation,F1-32007-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"F1-32007 - Building F1, Typical Stair Overrun - 3"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
953159,Trees-Override,True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
8772142,GM-Railings,True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 1"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
953159,Trees-Override,True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
8772142,GM-Railings,True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 2"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
953159,Trees-Override,True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
8772142,GM-Railings,True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 4"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
953159,Trees-Override,True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
8772142,GM-Railings,True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 3"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
953159,Trees-Override,True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
8772142,GM-Railings,True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-5_Typical Stair Overrun 5,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 5"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
953159,Trees-Override,True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
8772142,GM-Railings,True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-6_Typical Stair Overrun 6,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 6"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
953159,Trees-Override,True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
8772142,GM-Railings,True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-8_Typical Stair Overrun 8,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 8"
953158,Views-Hide Unreferenced,True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
953159,Trees-Override,True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
1788778,Site-Family Name-Bike,True,False,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
8772142,GM-Railings,True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
11987020,GM-DryRiser,True,False,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
15235211,GM-Precast Element,True,True,Elevation,FX-32008-7_Typical Stair Overrun 7,False,32000-Masonry-Elevations-1_50,"FX-32008 - Building F2 / F3, Typical Stair Overrun - 7"
953158,Views-Hide Unreferenced,True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
953159,Trees-Override,True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
1788778,Site-Family Name-Bike,True,False,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
8772142,GM-Railings,True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
11987020,GM-DryRiser,True,False,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
15235211,GM-Precast Element,True,True,Elevation,G1-32005-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 1"
953158,Views-Hide Unreferenced,True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
953159,Trees-Override,True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
1788778,Site-Family Name-Bike,True,False,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
8772142,GM-Railings,True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
11987020,GM-DryRiser,True,False,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
15235211,GM-Precast Element,True,True,Elevation,G1-32005-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 2"
953158,Views-Hide Unreferenced,True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
953159,Trees-Override,True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
1788778,Site-Family Name-Bike,True,False,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
8772142,GM-Railings,True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
11987020,GM-DryRiser,True,False,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
15235211,GM-Precast Element,True,True,Elevation,G1-32005-4_Typical Stair Overrun 4,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 4"
953158,Views-Hide Unreferenced,True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
953159,Trees-Override,True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
1788778,Site-Family Name-Bike,True,False,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
8772142,GM-Railings,True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
11987020,GM-DryRiser,True,False,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
15235211,GM-Precast Element,True,True,Elevation,G1-32005-3_Typical Stair Overrun 3,False,32000-Masonry-Elevations-1_50,"G1-32005 - Building G1, Typical Stair Overrun - 3"
953158,Views-Hide Unreferenced,True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
953159,Trees-Override,True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
1788778,Site-Family Name-Bike,True,False,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
8772142,GM-Railings,True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
11987020,GM-DryRiser,True,False,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
15235211,GM-Precast Element,True,True,Elevation,G2-32010-1_Typical Stair Overrun 1,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 1"
953158,Views-Hide Unreferenced,True,True,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
953159,Trees-Override,True,True,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
1788778,Site-Family Name-Bike,True,False,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
8772142,GM-Railings,True,True,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
11987020,GM-DryRiser,True,False,Elevation,G2-32010-2_Typical Stair Overrun 2,False,32000-Masonry-Elevations-1_50,"G2-32010 - Building G2, Typical Stair Overrun - 2"
